algorithm,n_people,cohesion,iteration,score,time
linearSwitchFromGrouped,8,60,0,631.44,0.08668851852416992
linearSwitchFromGrouped,8,60,1,348.37,0.07628679275512695
linearSwitchFromGrouped,8,60,2,423.31,0.10573887825012207
linearSwitchFromGrouped,8,60,3,337.62,0.08002018928527832
linearSwitchFromGrouped,8,60,4,429.19,0.07846403121948242
linearSwitchFromGrouped,8,60,5,504.38,0.11871528625488281
linearSwitchFromGrouped,8,60,6,378.97,0.07400155067443848
linearSwitchFromGrouped,8,60,7,452.07,0.08060622215270996
linearSwitchFromGrouped,8,60,8,384.76,0.08698511123657227
linearSwitchFromGrouped,8,60,9,407.71,0.09232640266418457
linearSwitchFromGrouped,8,60,10,429.29,0.07055497169494629
linearSwitchFromGrouped,8,60,11,478.02,0.08521318435668945
linearSwitchFromGrouped,8,60,12,533.11,0.08992648124694824
linearSwitchFromGrouped,8,60,13,406.69,0.10213398933410645
linearSwitchFromGrouped,8,60,14,568.63,0.0910344123840332
linearSwitchFromGrouped,8,60,15,424.18,0.08961868286132812
linearSwitchFromGrouped,8,60,16,277.01,0.06505393981933594
linearSwitchFromGrouped,8,60,17,354.57,0.08278083801269531
linearSwitchFromGrouped,8,60,18,465.08,0.09222769737243652
linearSwitchFromGrouped,8,60,19,363.75,0.06653928756713867
linearSwitchFromGrouped,8,60,20,453.04,0.07624340057373047
linearSwitchFromGrouped,8,60,21,339.55,0.08553934097290039
linearSwitchFromGrouped,8,60,22,433.92,0.09982037544250488
linearSwitchFromGrouped,8,60,23,423.97,0.08075666427612305
linearSwitchFromGrouped,8,60,24,415.25,0.11043000221252441
linearSwitchFromGrouped,8,60,25,422.22,0.08531570434570312
linearSwitchFromGrouped,8,60,26,387.67,0.08164668083190918
linearSwitchFromGrouped,8,60,27,415.88,0.08253979682922363
linearSwitchFromGrouped,8,60,28,455.81,0.08455634117126465
linearSwitchFromGrouped,8,60,29,390.07,0.07709479331970215
linearSwitchFromGrouped,8,60,30,410.17,0.07172346115112305
linearSwitchFromGrouped,8,60,31,561.79,0.11242818832397461
linearSwitchFromGrouped,8,60,32,333.69,0.07091975212097168
linearSwitchFromGrouped,8,60,33,447.48,0.07360267639160156
linearSwitchFromGrouped,8,60,34,458.34,0.07385516166687012
linearSwitchFromGrouped,8,60,35,364.96,0.0954890251159668
linearSwitchFromGrouped,8,60,36,517.45,0.06400632858276367
linearSwitchFromGrouped,8,60,37,497.13,0.0905921459197998
linearSwitchFromGrouped,8,60,38,431.09,0.08832645416259766
linearSwitchFromGrouped,8,60,39,435.43,0.0645442008972168
linearSwitchFromGrouped,8,60,40,445.4,0.06656885147094727
linearSwitchFromGrouped,8,60,41,475.19,0.09430122375488281
linearSwitchFromGrouped,8,60,42,548.48,0.06653070449829102
linearSwitchFromGrouped,8,60,43,504.15,0.1049656867980957
linearSwitchFromGrouped,8,60,44,440.81,0.06953167915344238
linearSwitchFromGrouped,8,60,45,435.43,0.08252429962158203
linearSwitchFromGrouped,8,60,46,576.18,0.06762456893920898
linearSwitchFromGrouped,8,60,47,584.27,0.08607816696166992
linearSwitchFromGrouped,8,60,48,441.96,0.08620285987854004
linearSwitchFromGrouped,8,60,49,439.09,0.0742042064666748
linearSwitchFromGrouped,8,60,50,440.22,0.06723690032958984
linearSwitchFromGrouped,8,60,51,462.79,0.0709373950958252
linearSwitchFromGrouped,8,60,52,468.1,0.08172893524169922
linearSwitchFromGrouped,8,60,53,385.08,0.08710408210754395
linearSwitchFromGrouped,8,60,54,493.42,0.06275701522827148
linearSwitchFromGrouped,8,60,55,519.71,0.09148383140563965
linearSwitchFromGrouped,8,60,56,317.25,0.08545851707458496
linearSwitchFromGrouped,8,60,57,483.48,0.1055898666381836
linearSwitchFromGrouped,8,60,58,524.48,0.0725548267364502
linearSwitchFromGrouped,8,60,59,444.68,0.08751511573791504
linearSwitchFromGrouped,8,60,60,452.21,0.08000731468200684
linearSwitchFromGrouped,8,60,61,473.15,0.08049154281616211
linearSwitchFromGrouped,8,60,62,331.17,0.08120584487915039
linearSwitchFromGrouped,8,60,63,452.72,0.08182263374328613
linearSwitchFromGrouped,8,60,64,450.37,0.06812548637390137
linearSwitchFromGrouped,8,60,65,466.37,0.07970690727233887
linearSwitchFromGrouped,8,60,66,407.82,0.06539607048034668
linearSwitchFromGrouped,8,60,67,380.8,0.07272100448608398
linearSwitchFromGrouped,8,60,68,551.61,0.07492423057556152
linearSwitchFromGrouped,8,60,69,434.92,0.0876309871673584
linearSwitchFromGrouped,8,60,70,319.7,0.08498525619506836
linearSwitchFromGrouped,8,60,71,444.55,0.09430789947509766
linearSwitchFromGrouped,8,60,72,550.11,0.06534409523010254
linearSwitchFromGrouped,8,60,73,405.45,0.07419538497924805
linearSwitchFromGrouped,8,60,74,368.18,0.08095264434814453
linearSwitchFromGrouped,8,60,75,386.86,0.08273077011108398
linearSwitchFromGrouped,8,60,76,367.67,0.09030985832214355
linearSwitchFromGrouped,8,60,77,413.56,0.08057522773742676
linearSwitchFromGrouped,8,60,78,388.4,0.0695180892944336
linearSwitchFromGrouped,8,60,79,457.55,0.08851265907287598
linearSwitchFromGrouped,8,60,80,387.9,0.07486605644226074
linearSwitchFromGrouped,8,60,81,405.98,0.09656238555908203
linearSwitchFromGrouped,8,60,82,593.94,0.09757852554321289
linearSwitchFromGrouped,8,60,83,523.7,0.07790112495422363
linearSwitchFromGrouped,8,60,84,375.07,0.0818030834197998
linearSwitchFromGrouped,8,60,85,375.7,0.08093094825744629
linearSwitchFromGrouped,8,60,86,522.09,0.07236886024475098
linearSwitchFromGrouped,8,60,87,500.85,0.1144099235534668
linearSwitchFromGrouped,8,60,88,572.56,0.07393670082092285
linearSwitchFromGrouped,8,60,89,405.98,0.06472301483154297
linearSwitchFromGrouped,8,60,90,420.8,0.07687544822692871
linearSwitchFromGrouped,8,60,91,371.57,0.06803345680236816
linearSwitchFromGrouped,8,60,92,459.99,0.08661842346191406
linearSwitchFromGrouped,8,60,93,351.88,0.06988692283630371
linearSwitchFromGrouped,8,60,94,348.21,0.09637737274169922
linearSwitchFromGrouped,8,60,95,398.53,0.08512020111083984
linearSwitchFromGrouped,8,60,96,427.22,0.06965231895446777
linearSwitchFromGrouped,8,60,97,318.8,0.07120728492736816
linearSwitchFromGrouped,8,60,98,490.71,0.07007503509521484
linearSwitchFromGrouped,8,60,99,417.14,0.07721138000488281
linearSwitchFromGrouped,8,70,0,631.44,0.0862424373626709
linearSwitchFromGrouped,8,70,1,348.37,0.07787847518920898
linearSwitchFromGrouped,8,70,2,423.31,0.10543465614318848
linearSwitchFromGrouped,8,70,3,337.62,0.07896137237548828
linearSwitchFromGrouped,8,70,4,429.19,0.08007955551147461
linearSwitchFromGrouped,8,70,5,504.38,0.12009263038635254
